doubling every day;doubling every two days;doubling every four days;doubling every ten days;Italy;US;Spain;Germany;Korea, South;date
100.0;100.0;100.0;100.0;155.0;103.0;120.0;130.0;104.0;0
200.0;141.4213562373095;118.9207115002721;107.17734625362931;229.0;172.0;165.0;159.0;204.0;1
400.0;200.0;141.4213562373095;114.86983549970351;322.0;215.0;222.0;196.0;433.0;2
800.0;282.842712474619;168.1792830507429;123.11444133449163;453.0;337.0;259.0;262.0;602.0;3
1600.0;400.0;200.0;131.9507910772894;655.0;450.0;400.0;482.0;833.0;4
3200.0;565.685424949238;237.8414230005442;141.4213562373095;888.0;515.0;500.0;670.0;977.0;5
6400.0;800.0;282.842712474619;151.5716566510398;1128.0;713.0;673.0;799.0;1261.0;6
12800.0;1131.370849898476;336.3585661014858;162.4504792712471;1694.0;1105.0;1073.0;1040.0;1766.0;7
25600.0;1600.0;400.0;174.11011265922482;2036.0;1530.0;1695.0;1176.0;2337.0;8
51200.0;2262.741699796952;475.6828460010884;186.60659830736148;2502.0;2115.0;2277.0;1457.0;3150.0;9
102400.0;3200.0;565.685424949238;200.0;3089.0;2814.0;2277.0;1908.0;3736.0;10
204800.0;4525.483399593904;672.7171322029716;214.35469250725862;3858.0;2986.0;5232.0;2078.0;4335.0;11
409600.0;6400.0;800.0;229.73967099940697;4636.0;4354.0;6391.0;3675.0;5186.0;12
819200.0;9050.966799187809;951.3656920021768;246.22888266898326;5883.0;5970.0;7798.0;4585.0;5621.0;13
1638400.0;12800.0;1131.370849898476;263.9015821545788;7375.0;8386.0;9942.0;5795.0;6088.0;14
3276800.0;18101.933598375617;1345.4342644059432;282.842712474619;9172.0;12674.0;11748.0;7272.0;6593.0;15
6553600.0;25600.0;1600.0;303.14331330207966;10149.0;18736.0;13910.0;9257.0;7041.0;16
13107200.0;36203.867196751235;1902.7313840043537;324.9009585424942;12462.0;24508.0;17963.0;12327.0;7314.0;17
26214400.0;51200.0;2262.741699796952;348.22022531844965;15113.0;33152.0;20410.0;15320.0;7478.0;18
52428800.0;72407.73439350247;2690.8685288118863;373.21319661472296;17660.0;43850.0;25374.0;19848.0;7513.0;19
104857600.0;102400.0;3200.0;400.0;21157.0;54112.0;28768.0;22213.0;7755.0;20
209715200.0;144815.46878700494;3805.4627680087074;428.70938501451724;24747.0;66055.0;35136.0;24873.0;7869.0;21
419430400.0;204800.0;4525.483399593904;459.47934199881405;27980.0;83611.0;39885.0;29056.0;7979.0;22
838860800.0;289630.9375740099;5381.737057623773;492.4577653379664;31506.0;102101.0;49515.0;32986.0;8086.0;23
1677721600.0;409600.0;6400.0;527.8031643091576;35713.0;122059.0;57786.0;37323.0;8162.0;24
3355443200.0;579261.8751480198;7610.925536017415;565.685424949238;41035.0;141205.0;65719.0;43938.0;8236.0;25
6710886400.0;819200.0;9050.966799187809;606.2866266041593;47021.0;162707.0;73235.0;50871.0;8320.0;26
13421772800.0;1158523.7502960395;10763.474115247545;649.8019170849884;53578.0;188744.0;80110.0;57695.0;8413.0;27
26843545600.0;1638400.0;12800.0;696.4404506368992;59138.0;214205.0;87956.0;62095.0;8565.0;28
53687091200.0;2317047.500592079;15221.85107203483;746.4263932294459;63927.0;244610.0;95923.0;66885.0;8652.0;29
107374182400.0;3276800.0;18101.933598375617;800.0;69176.0;276547.0;104118.0;71808.0;8799.0;30
214748364800.0;4634095.001184158;21526.94823049509;857.4187700290345;74386.0;309699.0;112065.0;77872.0;8961.0;31
429496729600.0;6553600.0;25600.0;918.9586839976281;80589.0;337573.0;119199.0;84794.0;8961.0;32
858993459200.0;9268190.002368316;30443.70214406966;984.9155306759328;86498.0;367215.0;126168.0;91159.0;9037.0;33
1717986918400.0;13107200.0;36203.867196751235;1055.6063286183153;92472.0;397992.0;131646.0;96092.0;9137.0;34
3435973836800.0;18536380.004736632;43053.89646099018;1131.370849898476;97689.0;429686.0;136675.0;100123.0;9241.0;35
6871947673600.0;26214400.0;51200.0;1212.5732532083186;101739.0;464442.0;141942.0;103374.0;9332.0;36
13743895347200.0;37072760.009473264;60887.40428813932;1299.6038341699768;105792.0;497943.0;148220.0;107663.0;9478.0;37
27487790694400.0;52428800.0;72407.73439350247;1392.8809012737984;110574.0;527969.0;153222.0;113296.0;9583.0;38
54975581388800.0;74145520.01894653;86107.79292198036;1492.8527864588918;115242.0;556522.0;158273.0;118181.0;9661.0;39
109951162777600.0;104857600.0;102400.0;1600.0;119827.0;581813.0;163027.0;122171.0;9786.0;40
219902325555200.0;148291040.03789306;121774.80857627864;1714.8375400580687;124632.0;608878.0;166831.0;124908.0;9887.0;41
439804651110400.0;209715200.0;144815.46878700494;1837.9173679952562;128948.0;637974.0;170099.0;127854.0;9976.0;42
879609302220800.0;296582080.0757861;172215.58584396073;1969.8310613518656;132547.0;669272.0;172541.0;130072.0;10062.0;43
1759218604441600.0;419430400.0;204800.0;2111.2126572366315;135586.0;701996.0;177644.0;131359.0;10156.0;44
3518437208883200.0;593164160.1515722;243549.61715255727;2262.741699796952;139422.0;730266.0;184948.0;134753.0;10237.0;45
7036874417766400.0;838860800.0;289630.9375740099;2425.1465064166364;143626.0;756544.0;190839.0;137698.0;10284.0;46
1.40737488355328e+16;1186328320.3031445;344431.17168792145;2599.2076683399537;147577.0;783931.0;191726.0;141397.0;10331.0;47
2.81474976710656e+16;1677721600.0;409600.0;2785.7618025475967;152271.0;809295.0;198674.0;143342.0;10384.0;48
5.62949953421312e+16;2372656640.606289;487099.23430511454;2985.7055729177846;156363.0;837627.0;200210.0;145184.0;10423.0;49
1.125899906842624e+17;3355443200.0;579261.8751480198;3200.0;159516.0;871617.0;204178.0;147065.0;10450.0;50
2.251799813685248e+17;4745313281.212578;688862.3433758429;3429.6750801161375;162488.0;907908.0;208389.0;148291.0;10480.0;51
4.503599627370496e+17;6710886400.0;819200.0;3675.8347359905124;165155.0;940829.0;213024.0;150648.0;10512.0;52
9.007199254740992e+17;9490626562.425156;974198.4686102291;3939.6621227037313;168941.0;968518.0;202990.0;153129.0;10537.0;53
1.8014398509481984e+18;13421772800.0;1158523.7502960395;4222.425314473263;172434.0;990983.0;205905.0;154999.0;10564.0;54
3.602879701896397e+18;18981253124.85031;1377724.6867516858;4525.483399593904;175925.0;1015518.0;207634.0;156513.0;10591.0;55
7.205759403792794e+18;26843545600.0;1638400.0;4850.293012833273;178972.0;1043038.0;209465.0;157770.0;10613.0;56
1.4411518807585587e+19;37962506249.70062;1948396.9372204582;5198.415336679907;181228.0;1072667.0;210773.0;158758.0;10635.0;57
2.8823037615171174e+19;53687091200.0;2317047.500592079;5571.5236050951935;183957.0;1106829.0;212917.0;159912.0;10653.0;58
5.764607523034235e+19;75925012499.40125;2755449.3735033716;5971.411145835569;187327.0;1136024.0;213435.0;161539.0;10661.0;59
1.152921504606847e+20;107374182400.0;3276800.0;6400.0;189973.0;1161611.0;215216.0;163009.0;10674.0;60
2.305843009213694e+20;151850024998.8025;3896793.8744409163;6859.350160232275;192994.0;1184086.0;216582.0;164077.0;10683.0;61
4.611686018427388e+20;214748364800.0;4634095.001184158;7351.669471981025;195351.0;1208271.0;217466.0;164967.0;10694.0;62
9.223372036854776e+20;303700049997.605;5510898.747006743;7879.3242454074625;197675.0;1233527.0;218011.0;165664.0;10708.0;63
1.8446744073709552e+21;429496729600.0;6553600.0;8444.850628946526;199414.0;1261409.0;219329.0;166152.0;10718.0;64
3.6893488147419103e+21;607400099995.21;7793587.748881833;9050.966799187809;201505.0;1288587.0;220325.0;167007.0;10728.0;65
7.378697629483821e+21;858993459200.0;9268190.002368316;9700.586025666546;203591.0;1314320.0;221447.0;168162.0;10738.0;66
1.4757395258967641e+22;1214800199990.42;11021797.494013486;10396.830673359815;205463.0;1334084.0;222857.0;169430.0;10752.0;67
2.9514790517935283e+22;1717986918400.0;13107200.0;11143.047210190387;207428.0;1352962.0;223578.0;170588.0;10761.0;68
5.9029581035870565e+22;2429600399980.84;15587175.497763665;11942.822291671138;209328.0;1375152.0;224350.0;171324.0;10765.0;69
1.1805916207174113e+23;3435973836800.0;18536380.004736632;12800.0;210717.0;1396110.0;227436.0;171879.0;10774.0;70
2.3611832414348226e+23;4859200799961.68;22043594.988026973;13718.70032046455;211938.0;1423727.0;228030.0;172576.0;10780.0;71
4.722366482869645e+23;6871947673600.0;26214400.0;14703.33894396205;213013.0;1449027.0;228691.0;173171.0;10793.0;72
9.44473296573929e+23;9718401599923.36;31174350.99552733;15758.648490814925;214457.0;1474128.0;229540.0;174098.0;10801.0;73
1.888946593147858e+24;13743895347200.0;37072760.009473264;16889.70125789305;215858.0;1493132.0;230183.0;174478.0;10804.0;74
3.777893186295716e+24;19436803199846.72;44087189.976053946;18101.933598375617;217185.0;1514901.0;230698.0;175233.0;10806.0;75
7.555786372591432e+24;27487790694400.0;52428800.0;19401.17205133309;218268.0;1535350.0;230698.0;175752.0;10810.0;76
1.5111572745182865e+25;38873606399693.44;62348701.99105466;20793.66134671963;219070.0;1559157.0;231606.0;176369.0;10822.0;77
3.022314549036573e+25;54975581388800.0;74145520.01894653;22286.094420380774;219814.0;1584512.0;232037.0;176551.0;10840.0;78
6.044629098073146e+25;77747212799386.88;88174379.95210789;23885.644583342277;221216.0;1608653.0;232555.0;177778.0;10874.0;79
1.2089258196146292e+26;109951162777600.0;104857600.0;25600.0;222104.0;1630476.0;233037.0;178473.0;10909.0;80
2.4178516392292583e+26;155494425598773.75;124697403.98210932;27437.4006409291;223096.0;1651289.0;234824.0;179021.0;10936.0;81
4.835703278458517e+26;219902325555200.0;148291040.03789306;29406.67788792408;223885.0;1670280.0;235290.0;179710.0;10962.0;82
9.671406556917033e+26;310988851197547.5;176348759.90421578;31517.296981629876;224760.0;1689163.0;235772.0;179986.0;10991.0;83
1.9342813113834067e+27;439804651110400.0;209715200.0;33779.4025157861;225435.0;1707445.0;235400.0;180328.0;11018.0;84
3.8685626227668134e+27;621977702395095.0;249394807.96421865;36203.867196751235;225886.0;1730260.0;236259.0;180600.0;11037.0;85
7.737125245533627e+27;879609302220800.0;296582080.0757861;38802.34410266618;226699.0;1754764.0;236259.0;181200.0;11050.0;86
1.5474250491067253e+28;1243955404790190.0;352697519.80843157;41587.32269343924;227364.0;1779214.0;237906.0;181524.0;11065.0;87
3.0948500982134507e+28;1759218604441600.0;419430400.0;44572.18884076158;228006.0;1799124.0;238564.0;182196.0;11078.0;88
6.189700196426901e+28;2487910809580380.0;498789615.9284373;47771.28916668455;228658.0;1816479.0;239228.0;182922.0;11110.0;89
1.2379400392853803e+29;3518437208883200.0;593164160.1515722;51200.0;229327.0;1837374.0;239479.0;183189.0;11122.0;90
2.4758800785707605e+29;4975821619160760.0;705395039.6168631;54874.8012818582;229858.0;1857332.0;239638.0;183410.0;11142.0;91
4.951760157141521e+29;7036874417766400.0;838860800.0;58813.35577584816;230158.0;1878683.0;239932.0;183594.0;11165.0;92
9.903520314283042e+29;9951643238321520.0;997579231.8568746;63034.59396325975;230555.0;1903907.0;240326.0;183879.0;11190.0;93
1.9807040628566084e+30;1.40737488355328e+16;1186328320.3031445;67558.8050315722;231139.0;1926639.0;240660.0;184121.0;11206.0;94
3.961408125713217e+30;1.990328647664304e+16;1410790079.2337263;72407.73439350247;231732.0;1944370.0;240978.0;184472.0;11225.0;95
7.922816251426434e+30;2.81474976710656e+16;1677721600.0;77604.68820533236;232248.0;1961785.0;241310.0;184924.0;11265.0;96
1.5845632502852868e+31;3.980657295328608e+16;1995158463.7137492;83174.64538687847;232664.0;1979912.0;241550.0;185450.0;11344.0;97
3.1691265005705735e+31;5.62949953421312e+16;2372656640.606289;89144.37768152315;232997.0;2000706.0;241717.0;185750.0;11402.0;98
6.338253001141147e+31;7.961314590657216e+16;2821580158.4674525;95542.5783333691;233197.0;2023656.0;241966.0;186109.0;11441.0;99
1.2676506002282294e+32;1.125899906842624e+17;3355443200.0;102400.0;233515.0;2048986.0;242280.0;186506.0;11468.0;100
2.5353012004564588e+32;1.5922629181314432e+17;3990316927.4274983;109749.6025637164;233836.0;2074542.0;242707.0;186522.0;11503.0;101
5.0706024009129176e+32;2.251799813685248e+17;4745313281.212578;117626.71155169632;234013.0;2094366.0;243209.0;186691.0;11541.0;102
1.0141204801825835e+33;3.1845258362628864e+17;5643160316.934905;126069.1879265195;234531.0;2114026.0;243605.0;187226.0;11590.0;103
2.028240960365167e+33;4.503599627370496e+17;6710886400.0;135117.6100631444;234801.0;2137731.0;243928.0;187267.0;11629.0;104
4.056481920730334e+33;6.369051672525773e+17;7980633854.854997;144815.46878700494;234998.0;2163290.0;244109.0;187518.0;11668.0;105
8.112963841460668e+33;9.007199254740992e+17;9490626562.425156;155209.37641066473;235278.0;2191099.0;244328.0;187682.0;11719.0;106
1.6225927682921336e+34;1.2738103345051546e+18;11286320633.86981;166349.29077375695;235561.0;2222579.0;244683.0;188252.0;11776.0;107
3.2451855365842673e+34;1.8014398509481984e+18;13421772800.0;178288.7553630463;235763.0;2255328.0;245268.0;188604.0;11814.0;108
6.4903710731685345e+34;2.547620669010309e+18;15961267709.709993;191085.1566667382;236142.0;2281767.0;245575.0;189817.0;11852.0;109
1.2980742146337069e+35;3.602879701896397e+18;18981253124.85031;204800.0;236305.0;2312303.0;245938.0;190299.0;11902.0;110
2.5961484292674138e+35;5.095241338020618e+18;22572641267.73962;219499.2051274328;236651.0;2347491.0;246272.0;190670.0;11947.0;111
5.1922968585348276e+35;7.205759403792794e+18;26843545600.0;235253.42310339265;236989.0;2382426.0;246504.0;191272.0;12003.0;112
1.0384593717069655e+36;1.0190482676041236e+19;31922535419.419987;252138.375853039;237290.0;2422299.0;246752.0;191768.0;12051.0;113
2.076918743413931e+36;1.4411518807585587e+19;37962506249.70062;270235.2201262888;237500.0;2467554.0;247086.0;192480.0;12085.0;114
4.153837486827862e+36;2.0380965352082473e+19;45145282535.47924;289630.9375740099;237828.0;2510259.0;247486.0;192871.0;12121.0;115
8.307674973655724e+36;2.8823037615171174e+19;53687091200.0;310418.75282132946;238159.0;2549864.0;247905.0;193371.0;12155.0;116
1.6615349947311448e+37;4.076193070416495e+19;63845070838.83997;332698.5815475139;238011.0;2590668.0;248469.0;194036.0;12198.0;117
3.3230699894622897e+37;5.764607523034235e+19;75925012499.40125;356577.5107260926;238275.0;2636414.0;248770.0;194458.0;12257.0;118
6.646139978924579e+37;8.15238614083299e+19;90290565070.95848;382170.3133334764;238499.0;2687588.0;248970.0;194693.0;12306.0;119
1.3292279957849159e+38;1.152921504606847e+20;107374182400.0;409600.0;238720.0;2742049.0;249271.0;195042.0;12373.0;120
2.6584559915698317e+38;1.630477228166598e+20;127690141677.67995;438998.4102548656;238833.0;2795361.0;249659.0;195418.0;12421.0;121
5.3169119831396635e+38;2.305843009213694e+20;151850024998.8025;470506.8462067853;239410.0;2841241.0;250103.0;195893.0;12438.0;122
1.0633823966279327e+39;3.260954456333196e+20;180581130141.91696;504276.751706078;239706.0;2891124.0;250545.0;196370.0;12484.0;123
2.1267647932558654e+39;4.611686018427388e+20;214748364800.0;540470.4402525777;239961.0;2936077.0;250545.0;196780.0;12535.0;124
4.253529586511731e+39;6.521908912666391e+20;255380283355.3599;579261.8751480198;240136.0;2996098.0;250545.0;197198.0;12563.0;125
8.507059173023462e+39;9.223372036854776e+20;303700049997.605;620837.5056426589;240310.0;3054699.0;251789.0;197523.0;12602.0;126
1.7014118346046923e+40;1.3043817825332783e+21;361162260283.8339;665397.1630950278;240436.0;3117946.0;252130.0;198064.0;12653.0;127
3.4028236692093846e+40;1.8446744073709552e+21;429496729600.0;713155.0214521852;240578.0;3185737.0;252513.0;198343.0;12715.0;128
6.805647338418769e+40;2.6087635650665565e+21;510760566710.7198;764340.6266669529;240760.0;3245925.0;253056.0;198699.0;12757.0;129
1.3611294676837539e+41;3.6893488147419103e+21;607400099995.21;819200.0;240961.0;3304942.0;253908.0;199001.0;12800.0;130
2.7222589353675077e+41;5.217527130133113e+21;722324520567.6678;877996.8205097312;241184.0;3364157.0;253908.0;199332.0;12850.0;131
5.4445178707350154e+41;7.378697629483821e+21;858993459200.0;941013.6924135706;241419.0;3431574.0;253908.0;199709.0;12904.0;132
1.0889035741470031e+42;1.0435054260266226e+22;1021521133421.4396;1008553.503412156;241611.0;3498902.0;255953.0;199919.0;12967.0;133
2.1778071482940062e+42;1.4757395258967641e+22;1214800199990.42;1080940.8805051553;241819.0;3576157.0;256619.0;200180.0;13030.0;134
4.3556142965880123e+42;2.0870108520532452e+22;1444649041135.3357;1158523.7502960395;241956.0;3647715.0;257494.0;200456.0;13091.0;135
8.711228593176025e+42;2.9514790517935283e+22;1717986918400.0;1241675.0112853178;242149.0;3711413.0;258855.0;200890.0;13137.0;136
1.742245718635205e+43;4.1740217041064905e+22;2043042266842.8792;1330794.3261900556;242363.0;3773260.0;260255.0;201450.0;13181.0;137
3.48449143727041e+43;5.9029581035870565e+22;2429600399980.84;1426310.0429043705;242639.0;3834677.0;260255.0;202045.0;13244.0;138
6.96898287454082e+43;8.348043408212981e+22;2889298082270.6714;1528681.2533339057;242827.0;3899211.0;260255.0;202426.0;13293.0;139
1.393796574908164e+44;1.1805916207174113e+23;3435973836800.0;1638400.0;243061.0;3970121.0;264836.0;202735.0;13338.0;140
2.787593149816328e+44;1.6696086816425962e+23;4086084533685.7583;1755993.6410194624;243230.0;4038816.0;266194.0;203325.0;13373.0;141
5.575186299632656e+44;2.3611832414348226e+23;4859200799961.68;1882027.3848271412;243344.0;4112531.0;267551.0;203717.0;13417.0;142
1.1150372599265312e+45;3.3392173632851924e+23;5778596164541.343;2017107.006824312;243506.0;4178970.0;270166.0;204276.0;13479.0;143
2.2300745198530623e+45;4.722366482869645e+23;6871947673600.0;2161881.7610103106;243736.0;4233923.0;272421.0;204881.0;13512.0;144
4.4601490397061246e+45;6.678434726570385e+23;8172169067371.517;2317047.500592079;243967.0;4290337.0;272421.0;205623.0;13551.0;145
8.920298079412249e+45;9.44473296573929e+23;9718401599923.36;2483350.0225706357;244216.0;4356206.0;272421.0;206278.0;13612.0;146
1.7840596158824499e+46;1.335686945314077e+24;11557192329082.686;2661588.652380111;244434.0;4426982.0;278782.0;206667.0;13672.0;147
3.5681192317648997e+46;1.888946593147858e+24;13743895347200.0;2852620.085808741;244624.0;4495015.0;280610.0;207112.0;13711.0;148
7.136238463529799e+46;2.671373890628154e+24;16344338134743.033;3057362.5066678114;244752.0;4562107.0;282641.0;207707.0;13745.0;149
1.4272476927059599e+47;3.777893186295716e+24;19436803199846.72;3276800.0;245032.0;4620592.0;285430.0;208546.0;13771.0;150
2.8544953854119198e+47;5.342747781256308e+24;23114384658165.37;3511987.2820389247;245338.0;4668172.0;288522.0;209535.0;13816.0;151
5.7089907708238395e+47;7.555786372591432e+24;27487790694400.0;3764054.7696542824;245590.0;4713540.0;288522.0;210399.0;13879.0;152
1.1417981541647679e+48;1.0685495562512616e+25;32688676269486.066;4034214.013648624;245864.0;4771080.0;288522.0;211005.0;13938.0;153
2.2835963083295358e+48;1.5111572745182865e+25;38873606399693.44;4323763.522020621;246118.0;4823890.0;297054.0;211220.0;13979.0;154
4.5671926166590716e+48;2.137099112502523e+25;46228769316330.74;4634095.001184158;246286.0;4883582.0;302814.0;212111.0;14092.0;155
9.134385233318143e+48;3.022314549036573e+25;54975581388800.0;4966700.045141271;246488.0;4941755.0;305767.0;212828.0;14150.0;156
1.8268770466636286e+49;4.274198225005046e+25;65377352538972.13;5323177.304760222;246776.0;4997929.0;309855.0;214113.0;14175.0;157
3.6537540933272573e+49;6.044629098073146e+25;77747212799386.88;5705240.171617482;247158.0;5044864.0;314362.0;215039.0;14203.0;158
7.307508186654515e+49;8.548396450010092e+25;92457538632661.48;6114725.013335623;247537.0;5094400.0;314362.0;216196.0;14251.0;159
1.461501637330903e+50;1.2089258196146292e+26;109951162777600.0;6553600.0;247832.0;5141208.0;314362.0;216903.0;14269.0;160
2.923003274661806e+50;1.7096792900020185e+26;130754705077944.27;7023974.564077858;248070.0;5197411.0;322980.0;217288.0;14305.0;161
5.846006549323612e+50;2.4178516392292583e+26;155494425598773.75;7528109.539308565;248229.0;5248958.0;326612.0;218508.0;14336.0;162
1.1692013098647223e+51;3.419358580004037e+26;184915077265322.97;8068428.027297248;248419.0;5313252.0;329784.0;219540.0;14366.0;163
2.3384026197294447e+51;4.835703278458517e+26;219902325555200.0;8647527.044041231;248803.0;5361165.0;337334.0;220859.0;14389.0;164
4.6768052394588893e+51;6.838717160008074e+26;261509410155888.53;9268190.002368316;249204.0;5403213.0;342813.0;222281.0;14423.0;165
9.353610478917779e+51;9.671406556917033e+26;310988851197547.5;9933400.090282554;249756.0;5438325.0;342813.0;223791.0;14456.0;166
1.8707220957835557e+52;1.3677434320016148e+27;369830154530645.94;10646354.609520445;250103.0;5483388.0;342813.0;224488.0;14499.0;167
3.7414441915671115e+52;1.9342813113834067e+27;439804651110400.0;11410480.343234964;250566.0;5529824.0;359082.0;225007.0;14519.0;168
7.482888383134223e+52;2.7354868640032296e+27;523018820311777.06;12229450.02667123;250825.0;5573847.0;364196.0;226700.0;14562.0;169
1.4965776766268446e+53;3.8685626227668134e+27;621977702395095.0;13107200.0;251237.0;5622470.0;370867.0;228120.0;14598.0;170
2.993155353253689e+53;5.470973728006459e+27;739660309061291.9;14047949.128155716;251713.0;5667070.0;377906.0;229706.0;14626.0;171
5.986310706507378e+53;7.737125245533627e+27;879609302220800.0;15056219.07861713;252235.0;5701645.0;386054.0;231292.0;14660.0;172
1.1972621413014757e+54;1.0941947456012918e+28;1046037640623554.1;16136856.054594496;252809.0;5739536.0;386054.0;233029.0;14714.0;173
2.3945242826029513e+54;1.5474250491067253e+28;1243955404790190.0;17295054.088082463;253438.0;5777710.0;386054.0;233861.0;14770.0;174
4.789048565205903e+54;2.1883894912025837e+28;1479320618122583.8;18536380.004736632;253915.0;5821819.0;405436.0;234494.0;14873.0;175
9.578097130411805e+54;3.0948500982134507e+28;1759218604441600.0;19866800.180565108;254235.0;5867785.0;412553.0;236122.0;15039.0;176
1.915619426082361e+55;4.376778982405167e+28;2092075281247108.2;21292709.21904089;254636.0;5913941.0;419849.0;237583.0;15318.0;177
3.831238852164722e+55;6.189700196426901e+28;2487910809580380.0;22820960.686469927;255278.0;5961094.0;429507.0;239010.0;15515.0;178
7.662477704329444e+55;8.753557964810335e+28;2958641236245167.5;24458900.05334246;256118.0;5996431.0;439286.0;240571.0;15761.0;179
1.5324955408658889e+56;1.2379400392853803e+29;3518437208883200.0;26214400.0;257065.0;6030587.0;439286.0;242126.0;16058.0;180
3.0649910817317777e+56;1.750711592962067e+29;4184150562494216.5;28095898.25631143;258136.0;6073840.0;439286.0;242835.0;16346.0;181
6.129982163463555e+56;2.4758800785707605e+29;4975821619160760.0;30112438.15723426;259345.0;6113510.0;462858.0;243305.0;16670.0;182
1.225996432692711e+57;3.501423185924134e+29;5917282472490335.0;32273712.109188993;260298.0;6150016.0;470973.0;244802.0;17002.0;183
2.451992865385422e+57;4.951760157141521e+29;7036874417766400.0;34590108.176164925;261174.0;6200518.0;479554.0;246015.0;17399.0;184
4.903985730770844e+57;7.002846371848268e+29;8368301124988433.0;37072760.009473264;262540.0;6244970.0;488513.0;247411.0;17665.0;185
9.807971461541689e+57;9.903520314283042e+29;9951643238321520.0;39733600.361130215;263949.0;6276365.0;498989.0;248840.0;17945.0;186
1.9615942923083377e+58;1.4005692743696535e+30;1.183456494498067e+16;42585418.43808178;265409.0;6300622.0;498989.0;250283.0;18265.0;187
3.9231885846166755e+58;1.9807040628566084e+30;1.40737488355328e+16;45641921.372939855;266853.0;6327009.0;498989.0;251058.0;18706.0;188
7.846377169233351e+58;2.801138548739307e+30;1.6736602249976866e+16;48917800.10668492;268218.0;6360212.0;525549.0;251728.0;19077.0;189
1.5692754338466702e+59;3.961408125713217e+30;1.990328647664304e+16;52428800.0;269214.0;6396100.0;534513.0;253626.0;19400.0;190
3.1385508676933404e+59;5.602277097478614e+30;2.366912988996134e+16;56191796.51262286;270189.0;6443743.0;543379.0;254957.0;19699.0;191
6.277101735386681e+59;7.922816251426434e+30;2.81474976710656e+16;60224876.31446852;271515.0;;554143.0;256433.0;19947.0;192
1.2554203470773362e+60;1.1204554194957228e+31;3.3473204499953732e+16;64547424.218377985;272912.0;;566326.0;258149.0;20182.0;193
2.5108406941546723e+60;1.5845632502852868e+31;3.980657295328608e+16;69180216.35232985;274644.0;;;259735.0;20449.0;194
5.0216813883093446e+60;2.2409108389914457e+31;4.733825977992268e+16;74145520.01894653;276338.0;;;;20644.0;195
1.0043362776618689e+61;3.1691265005705735e+31;5.62949953421312e+16;79467200.72226043;277634.0;;;;20842.0;196
2.0086725553237378e+61;4.481821677982891e+31;6.6946408999907464e+16;85170836.87616356;278784.0;;;;21010.0;197
4.0173451106474757e+61;6.338253001141147e+31;7.961314590657216e+16;91283842.74587971;280153.0;;;;21177.0;198
8.034690221294951e+61;8.963643355965783e+31;9.467651955984536e+16;97835600.21336985;281583.0;;;;21296.0;199
;;;;283180.0;;;;21432.0;200
;;;;284796.0;;;;21588.0;201
;;;;;;;;21743.0;202
;;;;;;;;21919.0;203
;;;;;;;;22055.0;204
